Venue,Venue ID,Venue Latitude,Venue Longitude,Venue Category,Borough
Castel Sant'Elmo,4bb4f4a00fb7b71300bcbf8a,40.844407775352025,14.239091703811093,Castle,Vomero
Arx Café,4cd169d92fd9b60ccdbe86eb,40.844469591944645,14.239940591619707,Café,Vomero
Antica Pizzeria Prigiobbo,4c0c081fbbc676b0b3764cd5,40.841809409675726,14.247912853570073,Pizza Place,Montecalvario
"Trattoria ""A Pignata""",4ea5b36c8b81a02f8af312b8,40.84264746467072,14.248320834245582,Trattoria/Osteria,Montecalvario
Pizzeria Da Eduardo,4d777adb8963f04d7893ec37,40.84130466583427,14.24367916400647,Pizza Place,Montecalvario
Bar Luciano,4d5cbda13f92236a2162e21d,40.84085708582742,14.243190887762712,Café,Montecalvario
Scala Montesanto,51a9d9a9498ebe067d5063c8,40.846501,14.242273999999998,Trail,Montecalvario
Funicolare Centrale - Corso Vittorio Emanuele,4ca0f3590df79c74d07e301a,40.839739341195546,14.242695645243552,Cable Car,Montecalvario
Metro Montesanto (L2),4c9a2fbe3bc3199ccb5fb062,40.847336296607615,14.243988990783693,Metro Station,Montecalvario
Piazza del Gesù Nuovo,4c8cbf82c37a6dcb4be1f97a,40.84705303332752,14.251842483923676,Plaza,San Giuseppe
OAK Wine and Craft Beer,5b65ab0678782c0039168862,40.846973999999996,14.250379999999998,Bar,San Giuseppe
Aladin,4c1bdeb0c09ed13a2d91828e,40.846128,14.250241199999998,Middle Eastern Restaurant,San Giuseppe
Gay-Odin,4e88b0c77beb54dc103a4807,40.84771247232021,14.253135616979515,Ice Cream Shop,San Giuseppe
Complesso Santa Chiara,51badee2498eaaef95007eb8,40.84601971051118,14.253205892266903,Historic Site,San Giuseppe
Fresco & Toast,56b25749498e28dddb5a071f,40.84785686365941,14.253405290957101,Sandwich Place,San Giuseppe
Spaccanapoli,4d8366e440a7a35d45eaf4bd,40.847935456297186,14.253376900837955,Road,San Giuseppe
Pizzeria Giuliano,4b8ecf2cf964a5207f3833e3,40.84561425644705,14.250846958154574,Pizza Place,San Giuseppe
Centrale del Caffè,5582a1e1498e84365ed33e7b,40.847871285970534,14.253643582034474,Café,San Giuseppe
Scaturchio,4c189c0e1436a593538a8d75,40.84845918375657,14.25484229822716,Dessert Shop,San Giuseppe
Cappella Sansevero,4c8ca4eecf3ea143e42cf751,40.84919412896095,14.254860269558003,Art Museum,San Giuseppe
Lazzarella,4cc450edd43ba143261a66f8,40.846360502719065,14.251270369624278,Café,San Giuseppe
Piazza San Domenico Maggiore,4cf1746f7bf3b60ce6dd5f7f,40.84851554202003,14.254933523383913,Plaza,San Giuseppe
Palazzo Venezia,4f9c17b4e4b04f3d09151945,40.848130609069074,14.25355859769726,Historic Site,San Giuseppe
L di Leopoldo Infante,5463420f498e6bb7cee8039c,40.84818597785772,14.254460141427646,Café,San Giuseppe
Pizzeria Palazzo Petrucci,5808a70638fa7419a7054d87,40.84851,14.255167000000002,Pizza Place,San Giuseppe
Centro Storico di Napoli,5206227711d2055533721863,40.84747750849016,14.252763675631476,Historic Site,San Giuseppe
La Taverna a Santa Chiara,51ee6e6f498e08cbc51fba96,40.84728,14.25322,Italian Restaurant,San Giuseppe
Palazzo Petrucci,4e5e92af1838f72552781bab,40.84850647108321,14.25491163140299,Italian Restaurant,San Giuseppe
Drago D'oro,4df3f22752b100c2d7fc9edb,40.844471006001505,14.251395284361665,Chinese Restaurant,San Giuseppe
'O Greco,5176ae71e4b0888c413baf9d,40.848000142230894,14.253166814130351,Greek Restaurant,San Giuseppe
Caffetteria San Domenico,4cc2c73db2beb1f767ef114c,40.84858957294345,14.254851166596186,Café,San Giuseppe
Ubik,4e1f17dc45dd3be9c47a0eb1,40.848040000000005,14.254229999999998,Bookstore,San Giuseppe
Piazza Monteoliveto,4dc3e451d164eb9c9fc68854,40.84543419082932,14.25086671615875,Plaza,San Giuseppe
Jamon,55f4aa09498ec17bcfcd0c5d,40.848465546734225,14.254841838296914,Bistro,San Giuseppe
Upnea,4f4957a5e4b052593b50fa69,40.8474904981716,14.254771471023558,Bistro,Porto
Convento di San Domenico Maggiore,52ab71d411d2aafca878eb7b,40.84949744843488,14.254336489969475,Historic Site,San Giuseppe
Hopera Cafe' 900,5177d2d0067d733267762ccd,40.846640356137634,14.251458942890167,Café,San Giuseppe
Decumani Hotel de Charme,4c4d2db7a34b2d7fc0d1e398,40.846588869008045,14.254955060995767,Hotel,Porto
Tandem,5b61b2c5da7080002c3a112b,40.846176,14.251351000000001,Italian Restaurant,San Giuseppe
Brigantaggio & Beveraggio,52d6f7e611d2f8a74eb456bf,40.84608840942383,14.25119400024414,Pub,San Giuseppe
Culture Hotel,51505118e4b05bcb35516455,40.84431844500255,14.251701413911054,Hotel,San Giuseppe
Ecomesarà,4efb84ad9911cd89d010f40a,40.84583402450214,14.254359202215776,Italian Restaurant,Porto
Fontana di Monteoliveto,4d6a4612342b8cfa0ed2d42c,40.8454844844376,14.250908583408377,Fountain,San Giuseppe
Taverna del Cerriglio,4c8cb9495e38b1f710d633f9,40.84674394839258,14.251499616657286,Pizza Place,San Giuseppe
O' Munaciello,4c0cea5898102d7fec4fe106,40.84683,14.251560000000001,Italian Restaurant,San Giuseppe
Grand Hotel Oriente,4bd73e65304fce72514233ab,40.842695643520386,14.25020267401951,Hotel,San Giuseppe
H&M,4eb076bf9a52c49f4c9bddb1,40.8429018575007,14.248972461859449,Clothing Store,San Giuseppe
Chiesa di Santa Maria la Nova,4f66f1efe4b041039fe51b2c,40.843764799085406,14.252394606165035,Church,San Giuseppe
Caffè Bristot Toledo,53070b8d498e81754948c893,40.84260226567526,14.249336977548394,Bistro,San Giuseppe
Archivio Storico,51784831e4b0cca38650fd35,40.84419742886004,14.234750061674307,Bar,Vomero
diWine,5059c769e4b0fbd82872bde0,40.84421546024512,14.235595418792276,Wine Bar,Vomero
America Hall,4d2233ec6e8c37042f8a09a0,40.8454717725281,14.237411185754258,Movie Theater,Vomero
Cantina La Barbera,506f55e4e4b0a462f98ad1e4,40.844685002105635,14.23394401351095,Winery,Vomero
Mumble Rumble,4d7a58a1e540f04d963b11dc,40.846262,14.235304000000001,Dance Studio,Vomero
Cafe Mexico,4c456283dcd61b8d3da27c56,40.84416440530731,14.235486562548488,Café,Vomero
Casa Infante,4e0ddee552b1b27c1b80dd20,40.83864633558454,14.248482015473511,Ice Cream Shop,San Ferdinando
Osteria Il Gobbetto,503e769fe4b03c8de7d9c324,40.83800121156867,14.24789478781983,Trattoria/Osteria,San Ferdinando
Lifestyle hotel La Ciliegina,4dd95c43d4c05d509718aeb2,40.83972896200938,14.250388766212563,Hotel,San Ferdinando
Galleria Umberto I,4bc080a274a9a593ab18d0f6,40.83849132987682,14.249455853371535,Historic Site,San Ferdinando
Trattoria La Piazzetta,51792fb0e4b0b180d3041618,40.838358,14.248985999999999,Trattoria/Osteria,San Ferdinando
Pizzeria Eurosoldino,4ca72fefb0b8236a8a66a6e6,40.837554,14.248007999999999,Pizza Place,San Ferdinando
A Cucina Ra Casa Mia,56e4ada1498e1b96d8b726b8,40.83762494531353,14.248085080471554,Trattoria/Osteria,San Ferdinando
Teatro San Carlo,4c1345a082a3c9b61241fbf8,40.83738135530688,14.249129352420885,Opera House,San Ferdinando
Nu Murzillo Saporito,4ee94030f79057ab3edf37ed,40.837948528081434,14.247561514468048,Pizza Place,San Ferdinando
Il gelato Mennella,572869c4cd1086d2da686545,40.83756745731677,14.24845835319428,Ice Cream Shop,San Ferdinando
De Rosa,51223ebde4b0d2f625cbbd40,40.83892657046683,14.250392651264514,Café,San Ferdinando
Antica Pizza Fritta Da Zia Esterina Sorbillo,548f3da3498e9fd86dbdf35b,40.83744051431113,14.248634744088873,Pizza Place,San Ferdinando
Piazza Municipio,4c52651d99ecc9b6a318db5a,40.84019743464718,14.251730283510998,Plaza,San Ferdinando
Sole 365,565c8d00498e1d3da92ab079,40.84097410527604,14.251976324980035,Supermarket,San Giuseppe
Trattoria Medina,4be85f0e88ed2d7facc9cb1d,40.84051258052807,14.252238230778275,Italian Restaurant,Porto
Solopizza,4d8b9acacdfbb60c21ff5707,40.84132,14.25235,Pizza Place,San Giuseppe
Fratelli La Bufala,4da978a38154abafc293d1ea,40.84152963750329,14.252323775742946,Pizza Place,San Giuseppe
Hotel Napolit'amo Naples,4bc8877cdc55eee11288e8ac,40.84150784504304,14.25222193731765,Hotel,San Giuseppe
Palazzo Turchini Hotel Naples,4bc887b1dc55eee14088e8ac,40.841073740871686,14.252168209639823,Hotel,San Giuseppe
Hotel NH Napoli Panorama,4c2cd8ea77cfe21e5cabb6f1,40.842393871729065,14.252375076817556,Hotel,San Giuseppe
Ciro a Medina,4c4f3a36bec4d13a3d44e761,40.84136481392501,14.252284029885914,Pizza Place,San Giuseppe
Caffeteria F. Lli Seccia,4e5f635da8090ec21653e4a2,40.84028997147336,14.252616047731307,Café,Porto
Fontana del Nettuno,4f8447ebe4b010a79c2636cd,40.84005279211764,14.2515393249673,Fountain,San Ferdinando
McDonald's,4d9711680caaa143eaaa87b3,40.84017242662755,14.251547208518044,Fast Food Restaurant,San Ferdinando
Castel Nuovo (Maschio Angioino),4c09f78132daef3baf8f4b50,40.838625425229424,14.251951724054873,Castle,San Ferdinando
Bella Cina,4d320f53c75a6ea8b57d0aae,40.84025504153334,14.253378714691756,Asian Restaurant,Porto
Nh Hotel,4c29db6997d00f47b6f941ea,40.84234173,14.25339393,Hotel,Porto
Ginza,51b22d22498ec85d22d59b07,40.840246950568854,14.253320120616467,Japanese Restaurant,Porto
Piazza del Plebiscito,4bac9bf5f964a52006fe3ae3,40.83649855502106,14.24893675515398,Plaza,San Ferdinando
Astroni,4e8d8df129c2f3881256e204,40.83984070468108,14.166591886034146,Italian Restaurant,Bagnoli
AGIP,4ec384ffcc213c5f1f55d967,40.840125609579026,14.170342831991698,Rest Area,Pianura
"Stazione di Servizio ""Agnano Ovest"" - Pompa di Benzina Eni",50d5f1a3e4b0ce6f628da277,40.84012985229492,14.170835494995115,Rest Area,Pianura
Cambiomerci.com - Country Club Il Cavaliere,524980d904938724bb8daad1,40.83816471622455,14.171783924102778,Park,Bagnoli
Ippodromo Agnano,4e3c2fff18a83d5b28329166,40.836667328046346,14.163039644220186,Outdoors & Recreation,Bagnoli
Ristorante pizzeria da Basilio,5210c8a911d28d466f8d6f7d,40.8639310423652,14.179479438032214,Italian Restaurant,Pianura
Havana Cafe',4eb691049adfc68712df21ad,40.86052967229208,14.179785893370294,Café,Pianura
Petrone Group,5d70b1a45ca51400077b35b5,40.86133,14.182279999999999,Pharmacy,Pianura
Macrosistemas Mantenimiento Informatico Integral,5389d892498ec465ba65fbb3,40.86438751220703,14.161979675292967,Electronics Store,Pianura
O' Ficciaiuolo,5138fb65e4b0cdf577f17386,40.86623,14.168211999999999,Pizza Place,Pianura
Vodafone One Scherillo,4ece87968231b9ef866650f7,40.86052967229208,14.172306301555636,Electronics Store,Pianura
la fiorente,4ef85af70aafbcb31d2519e4,40.86395171181304,14.170615219213405,Café,Pianura
Forni Di Costanzo,5a7078a79cadd96607b18d15,40.858916,14.169697,Arts & Crafts Store,Pianura
Tokyo 2,531bdba311d27c99ee2f9f9e,40.851194062762524,14.1758530999556,Japanese Restaurant,Pianura
Hotel Miravalle Naples,4bc887c5dc55eee15388e8ac,40.84373895239099,14.163970254895425,Hotel,Pianura
Carrefour Market,4d69570d2acd6ea8a3e138c0,40.87200965205979,14.181505460555648,Supermarket,Pianura
Torre Caracciolo,4db7c00f815445bd47c5266c,40.874255700000006,14.1775661,Scenic Lookout,Pianura
RIELLO TECHNY SERVICE DI GAGLIONE ANGELO,5c75261b9e0d540039202da3,40.874340000000004,14.17796,Construction & Landscaping,Pianura
Etoile,4dce8227d22deadedd532de4,40.855799713996646,14.158381008060234,Cocktail Bar,Pianura
Studio Peritale  di Mariano Pitzianti,5c50b2e98c812a002cd0f294,40.853790000000004,14.16039,Government Building,Pianura
ue ue,4de4017be4cd056f7468f55c,40.850075,14.161458999999999,Pizza Place,Pianura
Villa Meridiane,531c75dd498e5d7d2f11c150,40.854422981343596,14.157734144967069,Steakhouse,Pianura
Circumflegrea Pianura (L5),4ce39bfbbebd370415faa0a0,40.85607660452536,14.16244061414406,Light Rail Station,Pianura
UniClub,507029fce4b06e5e7169a700,40.85484290437533,14.1431294424366,Pool,Pianura
"Centro Ippico ""Le Caselle""",524d77c8498eba4686b65540,40.85421184211405,14.142403218339998,Stables,Pianura
Alcolor Srl,5de10d15b72a51000704bb56,40.85631,14.143979999999999,Construction & Landscaping,Pianura
Camaldoli,4e5a468bb993732579f43373,40.861638459183155,14.188942105890328,Outdoors & Recreation,Pianura
Ristorante E Pizzeria Al Convento,507088f4e4b09145cccbb7a6,40.862908197695845,14.188781218741445,Italian Restaurant,Pianura
Pizzeria La Bella Figliola 2,4d850711f9f3a1cd86f9c264,40.84927784047422,14.18420686875187,Pizza Place,Soccavo
Six Caffè,506320fae4b0eef570bf99a7,40.847219679189784,14.184621164875336,Café,Soccavo
Majestic,4eb6fbf0d3e3644ca6e297ec,40.85168116284543,14.17920135875922,Nightclub,Pianura
Family Room,4ef136068b8151e566c376ce,40.851439,14.184435,Theater,Pianura
Il Fornaio,4e26ad8c62e14d5da1508234,40.858313581924186,14.167102599027514,Bakery,Pianura
Supermercato Deco',4fbcbfe6e4b04771aed0b040,40.85780179551578,14.168101331962239,Convenience Store,Pianura
Cantine Varchetta,4fe174b7e4b09f93633b91a8,40.854761911840775,14.167020320892336,Wine Shop,Pianura
Masseria Del Borro,4e86f8a34690f9498621b19c,40.8412080023496,14.179530513876092,Food,Bagnoli
Il Cavaliere Country Club,526a88f011d2fd818f977512,40.838209,14.172965,Stables,Bagnoli
Hippo Hotel,50e0e2f6e4b0c48b6559d837,40.83732,14.175695999999999,Resort,Bagnoli
Delta Systems s.a.s.,50c98d83e4b04d79ef50342f,40.87489903428469,14.24456487863618,Electronics Store,San Carlo all'Arena
Maxmat Luxury Brand,5812a8f638fa0e8d7f78329a,40.8743026,14.2381518,Clothing Store,San Carlo all'Arena
Lavanderia,511148c0e4b0ff3b976eb4e0,40.878315,14.237982999999998,Clothing Store,Piscinola
San Rocco,4e3083fe887787823720f3d7,40.87949752807617,14.238130569458008,Soccer Field,Piscinola
Claudio's Pub,501adf4de4b0933c650aa9e9,40.890232859803,14.231103741114564,Gastropub,Piscinola
Teatro Area Nord,4f3ea7a3e4b0c44ac41bcf72,40.88837168071709,14.23293024301529,Theater,Piscinola
Palestra Polifunzionale,4f130392e4b04720465424a8,40.888297643551994,14.232426521561461,Basketball Court,Piscinola
Parco Sant'Alfonso,5086abe0e4b0c972992a85c8,40.89133045002251,14.232420844366102,Park,Piscinola
MN Scampia,510a4aa1e4b070a10bcf70f2,40.893091999999996,14.239633,Metro Station,Piscinola
"Metro Piscinola (L1, Arcobaleno)",4d3548dac75a6ea841da26ae,40.89304228442239,14.239666831634299,Metro Station,Piscinola
Caffé Metrò,5a74323d6c08d134119fd0bf,40.896190000000004,14.241199,Café,Scampia
Planetwin365,5e5e0d9785a0610007a28341,40.8972715,14.2395606,Betting Shop,Scampia
Pub 900 night fever,4c92989b418ea1cdbb4ca685,40.898720500361534,14.236497128448171,Burger Joint,Scampia
MAIORANO OTTICA,5017e188e4b015cce93a3e82,40.8918544,14.234984800000007,Optical Shop,Piscinola
Video Service,59544f1f6bd36b379e98a140,40.89114,14.229320000000001,IT Services,Piscinola
Planetwin365,5e5e0da695d041000884d298,40.88933603406949,14.230819944180288,Betting Shop,Piscinola
Personal Trainer Napoli,4ca0a262604c76b0e551957b,40.884243,14.240056,Gym,Miano
cimitero di guerra,56500d08498e320988bfcbde,40.884833,14.240082999999998,Memorial Site,Miano
sala parocchiale s.teresa di Gesú Bambino,5071c1c0e4b02bfe665469b1,40.8786,14.2445,Performing Arts Venue,Piscinola
Metro Frullone - San Rocco (L1),50615c6fe4b05cb4c73a5a8f,40.880651608167526,14.231092386828767,Train Station,Piscinola
Europa Italia Esvip,5afe1da381635b003985399e,40.88751,14.23231,Business Service,Piscinola
mini market,4e8b3ef077c82799c2468407,40.87405570722432,14.240519370091796,Convenience Store,San Carlo all'Arena
Labó,4e858fa861afb4b8517115be,40.87405570722432,14.240519370091796,Boutique,San Carlo all'Arena
centro sportivo san ciro,51bf7e9c498e920ab6f59bd5,40.884,14.235999999999999,Athletics & Sports,Piscinola
Autofficna Fg Car Service Di Fabio Fusaro,5cacbd57788044002b9fa44e,40.877185,14.227889999999999,Auto Garage,Piscinola
Villa Annie,4fcbac7de4b047f9cd212e7f,40.879411,14.222654,Restaurant,Chiaiano
La Dolce Sosta,4ed773bb8b81b2bf2881ee6d,40.864601621917814,14.286301839863858,Pizza Place,Poggioreale
Pizzeria Trattoria Nanà,518c09ea498ebc334928064a,40.86183863848103,14.281184863670585,Pizza Place,Poggioreale
piscina rari nantes napoli,515017cfe4b022f352d80eb9,40.86600024876833,14.288034042646244,Pool,Poggioreale
Cruise',51dbfc76498e54c9c694939e,40.865392247264964,14.288187386187227,Café,Poggioreale
Hotel Joyfull,4f2a5553e4b0a7b377572266,40.866534721135785,14.296405701840738,Hotel,Poggioreale
Supermercato Donna Vincenza,559162ae498e574b79af8a78,40.86776883010608,14.294082716659965,Supermarket,Poggioreale
Scaramuzza,4f7e9b3ee4b0b5890432bb8f,40.868051342499825,14.30078482901772,Furniture / Home Store,Poggioreale
Ludoteca Giócherellando Animazione,5812a76038fac6a1c089cadf,40.85893,14.292329999999998,School,Poggioreale
Traccia FS,50a493d4e4b02336ecec90b2,40.85888032290344,14.297092949098706,Train Station,Zona Industriale
Pasticciello,5c508a7d2619ee002c0e266f,40.85742,14.292047,Pastry Shop,Poggioreale
Hanny Coffee,4c7cac3d9efda143696a86e2,40.857197927128475,14.282945401076427,Breakfast Spot,Poggioreale
Un Posto Al Sole,4c3afbd2be4620a17a8c0b13,40.855922352746866,14.288083302663402,Pizza Place,Poggioreale
Kilo,4c7f879e2042b1f7b907c3ad,40.85707608678381,14.278036448049269,Italian Restaurant,Poggioreale
Reginè,4d78c69871a68cfaf89d0a86,40.85773465860691,14.284602676771726,Pizza Place,Poggioreale
Metro Gianturco (L2),4ca109160df79c74b126311a,40.85385302877249,14.28774118423462,Metro Station,Zona Industriale
Mercato Poggioreale,4dcf766e183899ddfaede972,40.86222088761226,14.289590203163481,Market,Poggioreale
Mercatino Di Via Caramanico,4dcfb34922718eed7a57dec9,40.86270767274272,14.288584944272785,Shop & Service,Poggioreale
Buono Hotel,4f8f4161e4b04e1743c3a2cc,40.863922313976005,14.286046270718016,Hotel,Poggioreale
Pizzeria Pellone,4b979ac7f964a520270b35e3,40.85611474500562,14.27399138920022,Pizza Place,Vicaria
Stelle Hotel (The Businest),5303b67711d20c41b07953ef,40.85447324398323,14.27370054915159,Hotel,Zona Industriale
'A Sfugliatella,533ef928498ed9e41f999962,40.85585403442383,14.2739839553833,Café,Vicaria
Binario Calmo,52a853b811d28b6a3a186b8a,40.85447779028043,14.273681372470847,Coffee Shop,Vicaria
Hostaria Mediterraneo,4f67ae70e4b06ee733a80e05,40.85471596369383,14.27498907845252,Mediterranean Restaurant,Vicaria
mascolo via nazionale,516fe5cde4b0c56ebcdadfd5,40.85490747651264,14.274296257400847,Pizza Place,Vicaria
"Ieri, Oggi e Domani",57eee269498e4bb1d98ca129,40.854933,14.274195,Italian Restaurant,Vicaria
CONAD CITY,5cc490b7dff815002c8ca9eb,40.86644677,14.288879999999999,Supermarket,Poggioreale
Le Cheminee Business Hotel Naples,4bc887b9dc55eee14988e8ac,40.872437215875,14.301713493656587,Hotel Bar,Poggioreale
MD Discount,4e3813391838d056d278a030,40.87024329357732,14.300557633690731,Convenience Store,Poggioreale
PalaStadera,4f93b9f0e4b0e29f551c5274,40.87032161723688,14.299177429735012,Athletics & Sports,Poggioreale
e Vicchiarelle,5137477be4b081ac600e5f69,40.8749436221915,14.305840017160046,Pizza Place,San Pietro a Patierno
Circumvesuviana Poggioreale (L3),4e7c5bc6775b1336d403f5cb,40.86631662375243,14.292590618133545,Light Rail Station,Poggioreale
Studio Legale Marotta,4ea2976730f8b9d5ac6800c0,40.866797,14.296431,Lawyer,Poggioreale
la grafferia via chiaia,5390db0b498ee361ed46a726,40.86676788330078,14.297281265258787,Creperie,Poggioreale
Torinelli,4e38213dd164374eb68d8478,40.86270093327435,14.271564757624128,Bakery,Vicaria
New Parking,4ecfdddd61af476c07e99cff,40.86915612681561,14.274177001653626,Rest Area,San Carlo all'Arena
Harley-Davidson on the Road Napoli,4d2eefd15d4ca1cd3d6f1c1b,40.870820613215535,14.282970673485911,Motorcycle Shop,San Carlo all'Arena
La Locanda di Fernanda,4e57869ed4c0fccb89aa2162,40.872087494337386,14.312548353486552,Diner,Ponticelli
Ardin,5090ffe3e4b006ec404d8d9a,40.876877,14.310445999999999,Furniture / Home Store,Outside
Tre Gazzelle,4c7b9dd493ef236a1bbdb50f,40.85747581699093,14.284359525685007,Pizza Place,Poggioreale
Core 'e Café,4dba63b793a0805548357bf9,40.85772011540501,14.283291831929965,Café,Poggioreale
Mmp Pizza,4cee488d0acea35db4cee8ae,40.87399010090722,14.285828564042273,Pizza Place,Poggioreale
Danny Bar,4d049c7230a58cfa2acba0e7,40.87396230724795,14.285682795377536,Café,Poggioreale
ATITECH s.p.a.,4f805c17e4b0a458b9e22a30,40.87577893182975,14.286858414233317,Airport Terminal,San Pietro a Patierno
Arrivi,4e69e4c452b1c1205f8d9946,40.87426411882024,14.284643488117654,Airport Terminal,San Pietro a Patierno
Bar Marilù,50b2131ae4b078aafc7fc6ee,40.873020000000004,14.327304999999999,Café,Ponticelli
Geca Antincendio Napoli,59780a0135d3fc0a59e17ac0,40.86377,14.330620000000001,Clothing Store,Ponticelli
Napul È,4e8611a5cc210aef90957d15,40.859151755591135,14.329652889217325,Sandwich Place,Ponticelli
Palargine Di Ponticelli,4d3b2f2a979ea1432eee98fc,40.863138537651096,14.335044274088023,Track,Ponticelli
Palavesuvio,4da2fca5d8d26a31ce2d43c8,40.86317649701997,14.335191986072298,Stadium,Ponticelli
A1 - Napoli Centro Direzionale,4dca2fdbe4cde9e42f80ca92,40.86440712176748,14.320131816537385,Toll Booth,Ponticelli
Letizia Macchine,596ecf12ff190262a63f4041,40.86229,14.317770000000001,Paper / Office Supplies Store,Ponticelli
Sannino Group,5ca71078cf72a0002c596191,40.8619439,14.3162603,Fire Station,Ponticelli
Carpenteria del Sud S.a.s. di Belliotti Agostino,5dd4f556e9bb2e0008d14d45,40.86164,14.31453,Toy / Game Store,Ponticelli
Pizzeria Reginella,5062effde4b0e915a151a9d9,40.85575895837293,14.347168517472738,Pizza Place,Ponticelli
Gustibus,50cd9a007ab4ba0e58c34790,40.86067746210153,14.345419406890867,Sandwich Place,Ponticelli
Gelateria del Gallo,4e0d93b6d4c0f6d6b3f123bd,40.85163852259481,14.333404618026245,Ice Cream Shop,Ponticelli
Circumvesuviana Ponticelli (L4),4cdd449b3f6a8cfaf0bcf6ea,40.850440535586436,14.331965081457446,Light Rail Station,Ponticelli
Don Raffaele,50dd9226e4b05736e5a6605b,40.85139846801758,14.332254409790039,Pizza Place,Ponticelli
Circumvesuviana Bartolo Longo (L3),4ec969f26d86ae342b186911,40.84712528335962,14.336353540420532,Metro Station,Barra
Cinema Pierrot,4f21c656e4b0d10dadba319e,40.85148866105796,14.333294466597623,Indie Movie Theater,Ponticelli
Emme Gi. Emme s.r.l .,533585c1498e64b74b8605ce,40.851984,14.333182999999998,Warehouse Store,Ponticelli
TTTLines Napoli Catania,50732b3ee4b0fe1521b82715,40.85852533895247,14.328170151364374,Boat or Ferry,Ponticelli
Artemide - Spurgo Fogne e Videoispezione Napoli,5eb17d36e38d18000780423b,40.860659999999996,14.317879999999999,Home Service,Ponticelli
Ds Vending - Rivendita Prodotti per Distributori Automatici,5a0d0152b3d8e243b829f329,40.854820000000004,14.332020000000002,Food & Drink Shop,Ponticelli
Bourbon Bar,4de2ab87fa7651589f050538,40.85923937487615,14.33443638403742,Café,Ponticelli
Pizzeria da Nancy,508d8526e4b0c2bf407573b4,40.85777849064415,14.338436006264665,Pizza Place,Ponticelli
Argento più,53b42c13498ec64e39c84f8e,40.857304912642455,14.339004143328562,Jewelry Store,Ponticelli
Villa Comunale di Ponticelli,50575515e4b01f3aa6d39fbc,40.85776105598799,14.338845064727385,Park,Ponticelli
Cirelli Bakery,518e0335498e238dd2633b86,40.847684957066214,14.339152527745881,Bakery,Barra
"Circumvesuviana Vesuvio de Meis (L3, L4)",4e09c2191850a5184ebc659f,40.84957900943481,14.339776813290188,Light Rail Station,Ponticelli
Rooms Rent Vesuvio Bed & breakfast,50d668eae88944b7a07cbe39,40.85148338214282,14.34192180633545,Bed & Breakfast,Ponticelli
Stroili Oro,4f476bfde5e81cf0387262b9,40.85372318731629,14.31793212890625,Jewelry Store,Barra
Timberland Store,4e3158d2091a80d018a96f5b,40.85590611297389,14.323060512542725,Clothing Store,Ponticelli
Fire Tek Estintori Antincendio,5bb25ceabe7078002c2831a3,40.870090000000005,14.3261,Fire Station,Ponticelli
I barone caffè,5089662ce4b0b52a6b5f2309,40.855837788816906,14.318671898120751,Café,Ponticelli
Canottieri Prota Giurleo Piscina,4d2dda49853ff04d2a77ccda,40.85612678495931,14.327636142198815,Gym / Fitness Center,Ponticelli
Circumvesuviana Madonnelle (L3),4d80cee58edaa1434e2ff639,40.871062884042985,14.334239959716795,Light Rail Station,Ponticelli
cleo elevatori,53a6e9b0498e0b948013f2b0,40.87306594848633,14.338456153869627,Other Repair Shop,Outside
La Capannina del Gragnanese,53c56e9e498ebb1e96c7f44e,40.873103,14.338494,Italian Restaurant,Outside
La Siesta - Ristorante Pizzeria,52c8840c11d24f385acc7962,40.87074661254883,14.333064079284668,Pizza Place,Ponticelli
Gruppo Bonifacio Noleggio Auto,594cc8d2ee71205475fe975c,40.868,14.32978,Rental Car Location,Ponticelli
Valery Bar,50c5c636e4b0b83e0a9bd3ee,40.863207,14.325442,Bar,Ponticelli
Trattoria Vecchia Napoli,4f847382e4b0422a018b0aa7,40.90517851832431,14.25031647884268,Pizza Place,Scampia
Sporting Club Chiaiano,4fd64b9ae4b0cb311ff1bb41,40.89699544185631,14.22016430366854,Soccer Field,Chiaiano
La Villa,5dc88e165533e10007879bcc,40.902119,14.239341,Pizza Place,Scampia
Piazza Libertà,4f889bfee4b005979d808889,40.903038266442564,14.251718927594865,Plaza,Secondigliano
Planetwin365,5e5e0d6c8180690008b25bce,40.90284824542972,14.2432678949574,Betting Shop,Scampia
Blue Moon,4f0b3431e4b0e8ed3a56a600,40.914989413043635,14.250946727400148,Café,Outside
New Clima Evolution,59b9d9b92079551e2b1049c8,40.9133,14.25332,Construction & Landscaping,Outside
work office,50a5f7cfe4b09c61ed81fc62,40.91525687279781,14.246211413926279,Playground,Outside
Il Rustico,4c59cb4dd3aee21ebd1f6955,40.91570028608835,14.250844524743796,Italian Restaurant,Outside
Miledi Bomboniere ed Accessori,5875c235e309e16076db9a06,40.9161,14.24815,Bridal Shop,Outside
Conte Baby Giocattoli,5a79c6b1acb00b0280ea76e0,40.9119,14.254253,Baby Store,Outside
Kimbo,50bf7975e4b0a749d23a7e79,40.91253392110781,14.239880872792561,Coffee Shop,Outside
Hotel Hobbit,5b258748dff815002c470605,40.9107,14.23748,Hotel,Scampia
Europulish - Manutenzione Condomini,5978075764c8e14048f7ff95,40.90213,14.254439999999999,Construction & Landscaping,Secondigliano
Fioreria,4faf78bee4b0fa27b8c0d4ca,40.89905166625977,14.254433631896973,Flower Shop,Secondigliano
CM Arreda di Ciro Monaco,5d244278ca49b300232fb1f1,40.9019499,14.2551389,Furniture / Home Store,Secondigliano
